"","invoice_id","Branch","City","category","unit_price","quantity","date","time","payment_method","rating","profit_margin","total_price"
"2841","2842","WALM040","Edinburg","Fashion accessories","48","1","21/12/23","10:33:00","Ewallet","9","0.48","48"
"2842","2843","WALM053","Conroe","Home and lifestyle","25","1","14/12/21","14:37:00","Ewallet","5","0.57","25"
"2843","2844","WALM037","League City","Fashion accessories","61","3","12/02/23","9:47:00","Ewallet","5","0.48","183"
"2844","2845","WALM030","Richardson","Home and lifestyle","24","3","26/03/22","17:37:00","Ewallet","7","0.48","72"
"2845","2846","WALM061","Cedar Park","Fashion accessories","70","2","05/10/23","7:50:00","Ewallet","4","0.33","140"
"2846","2847","WALM036","Allen","Home and lifestyle","69","3","07/12/20","13:37:00","Ewallet","9","0.48","207"
"2847","2848","WALM044","Pharr","Fashion accessories","63","1","05/06/21","9:44:00","Ewallet","5","0.48","63"
"2848","2849","WALM078","Del Rio","Home and lifestyle","58","3","19/05/20","15:57:00","Ewallet","4","0.33","174"
"2849","2850","WALM088","Cleburne","Fashion accessories","85","1","01/03/22","17:17:00","Ewallet","9","0.33","85"
"2850","2851","WALM047","Flower Mound","Home and lifestyle","38","3","03/03/22","13:55:00","Ewallet","5","0.48","114"
"2851","2852","WALM020","Killeen","Fashion accessories","44","1","07/08/20","21:08:00","Ewallet","6","0.48","44"
"2852","2853","WALM066","Grapevine","Home and lifestyle","66","3","24/10/21","15:08:00","Ewallet","7","0.33","198"
"2853","2854","WALM022","Mesquite","Fashion accessories","35","1","21/01/22","7:33:00","Ewallet","8","0.48","35"
"2854","2855","WALM043","Baytown","Home and lifestyle","43","1","25/10/21","6:04:00","Ewallet","9","0.48","43"
"2855","2856","WALM097","Alice","Fashion accessories","15","2","30/03/21","6:40:00","Ewallet","5","0.18","30"
"2856","2857","WALM024","Carrollton","Home and lifestyle","31","1","01/03/22","12:33:00","Ewallet","4","0.48","31"
"2857","2858","WALM022","Mesquite","Fashion accessories","29","3","27/06/22","20:07:00","Ewallet","5","0.48","87"
"2858","2859","WALM008","Corpus Christi","Home and lifestyle","65","2","18/05/22","18:33:00","Ewallet","8","0.48","130"
"2859","2860","WALM094","Alamo","Fashion accessories","33","2","12/10/20","16:30:00","Ewallet","9","0.33","66"
"2860","2861","WALM092","Lake Jackson","Home and lifestyle","28","1","09/09/21","17:12:00","Ewallet","8","0.33","28"
"2861","2862","WALM009","Plano","Fashion accessories","17","3","21/04/23","21:15:00","Ewallet","9","0.48","51"
"2862","2863","WALM028","Odessa","Home and lifestyle","28","2","21/11/21","8:09:00","Ewallet","5","0.48","56"
"2863","2864","WALM023","Midland","Fashion accessories","64","3","14/12/21","14:29:00","Ewallet","9","0.48","192"
"2864","2865","WALM039","Longview","Home and lifestyle","84","3","26/08/23","13:59:00","Ewallet","6","0.48","252"
"2865","2866","WALM053","Conroe","Fashion accessories","25","3","04/02/20","19:12:00","Ewallet","7","0.21","75"
"2866","2867","WALM095","Big Spring","Home and lifestyle","57","1","01/03/20","20:58:00","Ewallet","6","0.33","57"
"2867","2868","WALM048","Harlingen","Fashion accessories","76","3","15/02/21","21:48:00","Ewallet","8","0.48","228"
"2868","2869","WALM061","Cedar Park","Home and lifestyle","53","1","29/12/22","7:40:00","Ewallet","5","0.33","53"
"2869","2870","WALM005","Fort Worth","Fashion accessories","40","2","19/07/23","17:57:00","Ewallet","6","0.48","80"
"2870","2871","WALM015","Grand Prairie","Home and lifestyle","36","2","27/08/20","16:09:00","Ewallet","9","0.48","72"
"2871","2872","WALM085","Kerrville","Fashion accessories","69","3","03/05/22","18:17:00","Ewallet","9","0.33","207"
"2872","2873","WALM049","North Richland Hills","Home and lifestyle","17","1","11/05/22","19:12:00","Ewallet","7","0.48","17"
"2873","2874","WALM063","Georgetown","Fashion accessories","27","1","09/04/23","21:56:00","Ewallet","8","0.33","27"
"2874","2875","WALM010","Laredo","Home and lifestyle","31","3","29/06/22","16:13:00","Ewallet","9","0.48","93"
"2875","2876","WALM095","Big Spring","Fashion accessories","82","3","29/09/21","21:46:00","Ewallet","5","0.33","246"
"2876","2877","WALM018","Frisco","Home and lifestyle","37","3","17/01/21","12:22:00","Ewallet","7","0.48","111"
"2877","2878","WALM007","Arlington","Fashion accessories","69","1","04/03/21","13:18:00","Ewallet","6","0.48","69"
"2878","2879","WALM030","Richardson","Home and lifestyle","36","3","25/12/23","19:26:00","Ewallet","4","0.48","108"
"2879","2880","WALM045","Missouri City","Fashion accessories","33","1","15/03/21","15:08:00","Credit card","5","0.48","33"
"2880","2881","WALM004","Austin","Home and lifestyle","73","1","21/05/20","21:22:00","Ewallet","7","0.48","73"
"2881","2882","WALM017","McKinney","Fashion accessories","32","1","18/11/23","10:43:00","Ewallet","4","0.48","32"
"2882","2883","WALM078","Del Rio","Home and lifestyle","19","2","09/06/21","22:36:00","Ewallet","5","0.33","38"
"2883","2884","WALM016","Brownsville","Fashion accessories","77","3","02/07/22","18:50:00","Ewallet","6","0.48","231"
"2884","2885","WALM033","Pearland","Home and lifestyle","78","1","14/08/20","20:53:00","Ewallet","7","0.48","78"
"2885","2886","WALM091","Little Elm","Fashion accessories","62","3","26/04/20","7:43:00","Ewallet","5","0.33","186"
"2886","2887","WALM028","Odessa","Home and lifestyle","85","2","26/02/20","19:58:00","Ewallet","9","0.48","170"
"2887","2888","WALM051","New Braunfels","Fashion accessories","29","1","12/06/20","17:33:00","Ewallet","5","0.57","29"
"2888","2889","WALM090","Brownwood","Home and lifestyle","80","3","23/12/23","11:19:00","Ewallet","8","0.33","240"
"2889","2890","WALM049","North Richland Hills","Fashion accessories","17","3","25/11/22","17:01:00","Ewallet","5","0.48","51"
"2890","2891","WALM096","Eagle Pass","Home and lifestyle","83","3","27/10/21","10:32:00","Ewallet","5","0.33","249"
"2891","2892","WALM047","Flower Mound","Fashion accessories","37","1","29/06/22","12:48:00","Ewallet","7","0.48","37"
"2892","2893","WALM058","Port Arthur","Home and lifestyle","34","2","30/04/22","12:21:00","Ewallet","7","0.33","68"
"2893","2894","WALM078","Del Rio","Fashion accessories","69","3","01/05/21","8:50:00","Ewallet","5","0.33","207"
"2894","2895","WALM092","Lake Jackson","Home and lifestyle","16","2","19/02/22","15:14:00","Ewallet","8","0.33","32"
"2895","2896","WALM022","Mesquite","Fashion accessories","52","1","20/05/22","9:06:00","Ewallet","4","0.48","52"
"2896","2897","WALM097","Alice","Home and lifestyle","16","1","01/10/21","8:25:00","Ewallet","8","0.18","16"
"2897","2898","WALM019","Pasadena","Fashion accessories","81","3","17/09/21","6:57:00","Ewallet","6","0.48","243"
"2898","2899","WALM042","Bryan","Home and lifestyle","15","2","25/06/22","20:50:00","Ewallet","6","0.48","30"
"2899","2900","WALM083","Farmers Branch","Fashion accessories","40","3","02/10/21","19:05:00","Ewallet","9","0.33","120"
"2900","2901","WALM092","Lake Jackson","Home and lifestyle","51","1","19/05/22","6:53:00","Ewallet","8","0.33","51"
"2901","2902","WALM019","Pasadena","Fashion accessories","30","3","13/04/21","13:14:00","Ewallet","5","0.48","90"
"2902","2903","WALM052","Mansfield","Home and lifestyle","48","3","20/11/20","16:18:00","Ewallet","6","0.57","144"
"2903","2904","WALM098","Mineral Wells","Fashion accessories","36","3","30/05/22","16:36:00","Ewallet","6","0.18","108"
"2904","2905","WALM001","Houston","Home and lifestyle","26","1","11/03/21","21:51:00","Ewallet","4","0.36","26"
"2905","2906","WALM080","Nacogdoches","Fashion accessories","78","1","19/03/22","7:46:00","Ewallet","6","0.33","78"
"2906","2907","WALM047","Flower Mound","Home and lifestyle","48","2","19/04/23","9:23:00","Ewallet","5","0.48","96"
"2907","2908","WALM027","Abilene","Fashion accessories","23","3","02/05/22","15:12:00","Ewallet","4","0.48","69"
"2908","2909","WALM052","Mansfield","Home and lifestyle","85","3","21/08/21","15:05:00","Ewallet","8","0.57","255"
"2909","2910","WALM053","Conroe","Fashion accessories","48","2","25/08/23","11:44:00","Ewallet","8","0.21","96"
"2910","2911","WALM070","Hurst","Home and lifestyle","45","2","26/05/22","6:24:00","Ewallet","8","0.33","90"
"2911","2912","WALM049","North Richland Hills","Fashion accessories","73","2","06/10/23","22:17:00","Ewallet","9","0.48","146"
"2912","2913","WALM049","North Richland Hills","Home and lifestyle","73","2","25/07/21","22:58:00","Ewallet","6","0.48","146"
"2913","2914","WALM071","Lufkin","Fashion accessories","44","1","19/05/23","14:28:00","Ewallet","8","0.33","44"
"2914","2915","WALM007","Arlington","Home and lifestyle","66","1","22/04/22","13:38:00","Ewallet","4","0.48","66"
"2915","2916","WALM096","Eagle Pass","Fashion accessories","81","1","15/10/20","12:46:00","Ewallet","4","0.18","81"
"2916","2917","WALM002","Dallas","Home and lifestyle","63","1","26/12/22","16:59:00","Ewallet","7","0.36","63"
"2917","2918","WALM067","Haltom City","Fashion accessories","21","1","16/05/21","13:08:00","Ewallet","4","0.33","21"
"2918","2919","WALM067","Haltom City","Home and lifestyle","80","3","26/06/22","11:30:00","Ewallet","4","0.33","240"
"2919","2920","WALM098","Mineral Wells","Fashion accessories","67","2","26/07/21","18:13:00","Ewallet","8","0.18","134"
"2920","2921","WALM026","Denton","Home and lifestyle","18","1","13/12/22","17:47:00","Ewallet","8","0.48","18"
"2921","2922","WALM015","Grand Prairie","Fashion accessories","83","2","13/02/23","9:45:00","Ewallet","4","0.48","166"
"2922","2923","WALM013","Irving","Home and lifestyle","64","3","06/04/22","16:02:00","Ewallet","5","0.48","192"
"2923","2924","WALM045","Missouri City","Fashion accessories","52","1","04/07/21","18:02:00","Credit card","5","0.48","52"
"2924","2925","WALM083","Farmers Branch","Home and lifestyle","84","3","28/10/21","22:07:00","Ewallet","9","0.33","252"
"2925","2926","WALM033","Pearland","Fashion accessories","40","1","21/10/22","13:47:00","Ewallet","5","0.48","40"
"2926","2927","WALM100","Canyon","Home and lifestyle","51","3","02/04/22","6:57:00","Ewallet","7","0.18","153"
"2927","2928","WALM004","Austin","Fashion accessories","62","3","06/08/23","12:13:00","Ewallet","7","0.48","186"
"2928","2929","WALM022","Mesquite","Home and lifestyle","57","2","16/07/21","8:36:00","Ewallet","8","0.48","114"
"2929","2930","WALM047","Flower Mound","Fashion accessories","66","3","15/12/22","8:22:00","Ewallet","5","0.48","198"
"2930","2931","WALM076","Huntsville","Home and lifestyle","71","2","09/08/22","11:10:00","Ewallet","6","0.33","142"
"2931","2932","WALM010","Laredo","Fashion accessories","24","1","09/03/20","19:11:00","Ewallet","5","0.48","24"
"2932","2933","WALM027","Abilene","Home and lifestyle","83","1","16/05/21","13:09:00","Ewallet","9","0.48","83"
"2933","2934","WALM016","Brownsville","Fashion accessories","45","1","11/12/22","17:26:00","Ewallet","7","0.48","45"
"2934","2935","WALM062","Galveston","Home and lifestyle","67","3","29/03/20","20:50:00","Ewallet","4","0.33","201"
"2935","2936","WALM048","Harlingen","Fashion accessories","81","3","27/02/22","18:15:00","Ewallet","8","0.48","243"
"2936","2937","WALM012","Garland","Home and lifestyle","61","3","25/11/23","14:25:00","Ewallet","5","0.48","183"
"2937","2938","WALM059","Pflugerville","Fashion accessories","77","2","27/10/22","13:52:00","Ewallet","4","0.33","154"
"2938","2939","WALM093","Angleton","Home and lifestyle","30","1","06/04/23","19:09:00","Ewallet","6","0.33","30"
"2939","2940","WALM022","Mesquite","Fashion accessories","77","2","15/10/20","12:58:00","Ewallet","6","0.48","154"
"2940","2941","WALM033","Pearland","Home and lifestyle","42","1","20/02/22","13:55:00","Ewallet","9","0.48","42"
"2941","2942","WALM034","College Station","Fashion accessories","51","1","14/11/20","8:47:00","Ewallet","5","0.48","51"
"2942","2943","WALM004","Austin","Home and lifestyle","83","2","09/01/22","7:20:00","Ewallet","9","0.48","166"
"2943","2944","WALM100","Canyon","Fashion accessories","32","3","30/12/23","22:10:00","Ewallet","4","0.18","96"
"2944","2945","WALM072","Lancaster","Home and lifestyle","26","1","26/07/21","15:33:00","Ewallet","5","0.33","26"
"2945","2946","WALM024","Carrollton","Fashion accessories","23","1","18/02/23","13:03:00","Ewallet","6","0.48","23"
"2946","2947","WALM040","Edinburg","Home and lifestyle","84","1","23/12/23","14:10:00","Ewallet","8","0.48","84"
"2947","2948","WALM091","Little Elm","Fashion accessories","42","2","11/02/23","13:36:00","Ewallet","8","0.33","84"
"2948","2949","WALM095","Big Spring","Home and lifestyle","33","3","01/03/20","14:25:00","Ewallet","8","0.33","99"
"2949","2950","WALM006","El Paso","Fashion accessories","84","2","22/10/21","20:27:00","Ewallet","9","0.48","168"
"2950","2951","WALM007","Arlington","Home and lifestyle","69","3","13/02/22","16:19:00","Ewallet","6","0.48","207"
"2951","2952","WALM011","Lubbock","Fashion accessories","54","2","08/09/22","16:10:00","Ewallet","5","0.48","108"
"2952","2953","WALM010","Laredo","Home and lifestyle","15","1","25/02/21","20:24:00","Ewallet","8","0.48","15"
"2953","2954","WALM081","Friendswood","Fashion accessories","69","3","18/05/22","6:20:00","Ewallet","7","0.33","207"
"2954","2955","WALM048","Harlingen","Home and lifestyle","30","3","29/09/23","8:35:00","Ewallet","9","0.48","90"
"2955","2956","WALM045","Missouri City","Fashion accessories","48","1","15/02/20","10:00:00","Credit card","7","0.48","48"
"2956","2957","WALM077","Coppell","Home and lifestyle","70","1","05/05/20","13:33:00","Ewallet","5","0.33","70"
"2957","2958","WALM023","Midland","Fashion accessories","23","2","02/12/20","19:52:00","Ewallet","8","0.48","46"
"2958","2959","WALM096","Eagle Pass","Home and lifestyle","64","3","01/12/23","6:48:00","Ewallet","5","0.33","192"
"2959","2960","WALM079","La Porte","Fashion accessories","62","2","23/04/21","15:42:00","Ewallet","5","0.33","124"
"2960","2961","WALM034","College Station","Home and lifestyle","43","3","20/02/22","22:19:00","Ewallet","4","0.48","129"
"2961","2962","WALM049","North Richland Hills","Fashion accessories","64","1","03/05/21","15:27:00","Ewallet","7","0.48","64"
"2962","2963","WALM083","Farmers Branch","Home and lifestyle","79","2","03/06/21","10:19:00","Ewallet","7","0.33","158"
"2963","2964","WALM005","Fort Worth","Fashion accessories","50","1","01/10/22","21:25:00","Ewallet","6","0.48","50"
"2964","2965","WALM018","Frisco","Home and lifestyle","58","1","26/12/21","20:38:00","Ewallet","7","0.48","58"
"2965","2966","WALM011","Lubbock","Fashion accessories","41","3","28/03/20","7:41:00","Ewallet","5","0.48","123"
"2966","2967","WALM020","Killeen","Home and lifestyle","15","3","20/09/21","22:42:00","Ewallet","5","0.48","45"
"2967","2968","WALM047","Flower Mound","Fashion accessories","72","1","09/12/22","12:54:00","Ewallet","8","0.48","72"
"2968","2969","WALM062","Galveston","Home and lifestyle","70","3","09/05/21","14:48:00","Ewallet","8","0.33","210"
"2969","2970","WALM079","La Porte","Fashion accessories","42","3","29/10/23","13:32:00","Ewallet","4","0.33","126"
"2970","2971","WALM028","Odessa","Home and lifestyle","41","2","01/09/21","22:09:00","Ewallet","7","0.48","82"
"2971","2972","WALM085","Kerrville","Fashion accessories","18","1","27/02/20","13:12:00","Ewallet","6","0.33","18"
"2972","2973","WALM020","Killeen","Home and lifestyle","20","2","14/06/21","6:40:00","Ewallet","5","0.48","40"
"2973","2974","WALM009","Plano","Fashion accessories","57","2","18/07/22","18:21:00","Ewallet","5","0.48","114"
"2974","2975","WALM009","Plano","Home and lifestyle","54","2","05/11/23","18:09:00","Ewallet","4","0.48","108"
"2975","2976","WALM005","Fort Worth","Fashion accessories","45","2","19/11/21","10:36:00","Ewallet","4","0.48","90"
"2976","2977","WALM015","Grand Prairie","Home and lifestyle","35","3","02/10/23","18:19:00","Ewallet","9","0.48","105"
"2977","2978","WALM010","Laredo","Fashion accessories","63","2","08/01/21","14:00:00","Ewallet","7","0.48","126"
"2978","2979","WALM017","McKinney","Home and lifestyle","82","2","05/10/21","6:47:00","Ewallet","7","0.48","164"
"2979","2980","WALM063","Georgetown","Fashion accessories","31","3","07/09/23","17:20:00","Ewallet","8","0.33","93"
"2980","2981","WALM059","Pflugerville","Home and lifestyle","59","3","28/02/22","22:11:00","Ewallet","8","0.33","177"
"2981","2982","WALM063","Georgetown","Fashion accessories","27","3","13/09/20","23:00:00","Ewallet","5","0.33","81"
"2982","2983","WALM041","Mission","Home and lifestyle","69","1","03/03/20","8:08:00","Ewallet","8","0.48","69"
"2983","2984","WALM004","Austin","Fashion accessories","45","3","25/06/21","15:59:00","Ewallet","9","0.48","135"
"2984","2985","WALM088","Cleburne","Home and lifestyle","50","3","14/09/22","12:58:00","Ewallet","8","0.33","150"
"2985","2986","WALM060","DeSoto","Fashion accessories","29","3","04/03/22","17:07:00","Ewallet","6","0.33","87"
"2986","2987","WALM064","Bedford","Home and lifestyle","32","3","09/10/22","13:50:00","Ewallet","8","0.33","96"
"2987","2988","WALM078","Del Rio","Fashion accessories","41","2","28/04/20","6:04:00","Ewallet","6","0.33","82"
"2988","2989","WALM062","Galveston","Home and lifestyle","76","2","04/07/21","21:07:00","Ewallet","8","0.33","152"
"2989","2990","WALM090","Brownwood","Fashion accessories","58","3","29/04/22","15:54:00","Ewallet","4","0.33","174"
"2990","2991","WALM021","McAllen","Home and lifestyle","28","3","18/10/21","18:57:00","Ewallet","8","0.48","84"
"2991","2992","WALM016","Brownsville","Fashion accessories","55","3","09/02/23","12:27:00","Ewallet","6","0.48","165"
"2992","2993","WALM042","Bryan","Home and lifestyle","42","2","30/03/20","10:57:00","Ewallet","6","0.48","84"
"2993","2994","WALM006","El Paso","Fashion accessories","69","1","03/10/23","16:46:00","Ewallet","4","0.48","69"
"2994","2995","WALM028","Odessa","Home and lifestyle","50","3","26/07/21","20:11:00","Ewallet","7","0.48","150"
"2995","2996","WALM031","Lewisville","Fashion accessories","34","1","25/11/22","18:05:00","Ewallet","5","0.48","34"
"2996","2997","WALM061","Cedar Park","Home and lifestyle","43","2","28/09/21","12:37:00","Ewallet","9","0.33","86"
"2997","2998","WALM095","Big Spring","Fashion accessories","84","1","27/03/21","15:29:00","Ewallet","5","0.33","84"
"2998","2999","WALM051","New Braunfels","Home and lifestyle","73","3","27/07/23","20:30:00","Ewallet","9","0.48","219"
"2999","3000","WALM022","Mesquite","Fashion accessories","60","2","02/10/20","7:16:00","Ewallet","8","0.48","120"
"3000","3001","WALM061","Cedar Park","Home and lifestyle","79","3","04/08/23","21:55:00","Ewallet","9","0.33","237"
"3001","3002","WALM072","Lancaster","Fashion accessories","79","2","19/10/23","19:27:00","Ewallet","4","0.33","158"
"3002","3003","WALM098","Mineral Wells","Home and lifestyle","29","3","03/09/22","17:48:00","Ewallet","6","0.18","87"
"3003","3004","WALM088","Cleburne","Fashion accessories","33","3","19/04/22","22:50:00","Ewallet","8","0.33","99"
"3004","3005","WALM094","Alamo","Home and lifestyle","17","2","06/12/22","12:19:00","Ewallet","5","0.33","34"
"3005","3006","WALM076","Huntsville","Fashion accessories","83","3","15/06/23","19:34:00","Ewallet","8","0.33","249"
"3006","3007","WALM008","Corpus Christi","Home and lifestyle","64","1","14/10/22","17:41:00","Ewallet","9","0.48","64"
"3007","3008","WALM070","Hurst","Fashion accessories","69","3","30/11/21","17:18:00","Ewallet","4","0.33","207"
"3008","3009","WALM009","Plano","Home and lifestyle","73","1","30/09/23","20:30:00","Ewallet","9","0.48","73"
"3009","3010","WALM016","Brownsville","Fashion accessories","58","3","02/06/23","14:51:00","Ewallet","6","0.48","174"
"3010","3011","WALM085","Kerrville","Home and lifestyle","67","1","24/02/20","10:37:00","Ewallet","9","0.33","67"
"3011","3012","WALM019","Pasadena","Fashion accessories","76","2","13/08/23","17:28:00","Ewallet","7","0.48","152"
"3012","3013","WALM060","DeSoto","Home and lifestyle","58","1","01/03/21","8:17:00","Ewallet","6","0.33","58"
"3013","3014","WALM061","Cedar Park","Fashion accessories","66","3","27/04/20","14:02:00","Ewallet","6","0.33","198"
"3014","3015","WALM001","Houston","Home and lifestyle","60","3","09/12/20","15:01:00","Ewallet","7","0.36","180"
"3015","3016","WALM077","Coppell","Fashion accessories","42","1","19/08/21","22:06:00","Ewallet","4","0.33","42"
"3016","3017","WALM043","Baytown","Home and lifestyle","35","1","25/03/21","9:49:00","Ewallet","6","0.48","35"
"3017","3018","WALM076","Huntsville","Fashion accessories","67","2","03/02/23","7:59:00","Ewallet","6","0.33","134"
"3018","3019","WALM067","Haltom City","Home and lifestyle","75","3","31/01/21","16:39:00","Ewallet","5","0.33","225"
"3019","3020","WALM066","Grapevine","Fashion accessories","85","1","11/02/20","12:26:00","Ewallet","7","0.33","85"
"3020","3021","WALM079","La Porte","Home and lifestyle","32","2","05/12/20","10:40:00","Ewallet","5","0.33","64"
"3021","3022","WALM058","Port Arthur","Fashion accessories","27","3","23/02/23","7:16:00","Ewallet","4","0.33","81"
"3022","3023","WALM011","Lubbock","Home and lifestyle","68","2","23/06/20","22:57:00","Ewallet","5","0.48","136"
"3023","3024","WALM059","Pflugerville","Fashion accessories","42","2","24/08/23","9:19:00","Ewallet","9","0.33","84"
"3024","3025","WALM017","McKinney","Home and lifestyle","35","3","17/08/22","12:13:00","Ewallet","8","0.48","105"
"3025","3026","WALM079","La Porte","Fashion accessories","35","3","20/07/23","11:46:00","Ewallet","7","0.33","105"
"3026","3027","WALM036","Allen","Home and lifestyle","85","3","21/02/23","6:10:00","Ewallet","6","0.48","255"
"3027","3028","WALM018","Frisco","Fashion accessories","41","2","30/07/22","13:09:00","Ewallet","5","0.48","82"
"3028","3029","WALM001","Houston","Home and lifestyle","59","3","25/01/22","7:36:00","Ewallet","7","0.36","177"
"3029","3030","WALM044","Pharr","Fashion accessories","43","3","03/07/22","11:55:00","Ewallet","6","0.48","129"
"3030","3031","WALM004","Austin","Home and lifestyle","46","1","14/07/20","22:35:00","Ewallet","6","0.48","46"
"3031","3032","WALM023","Midland","Fashion accessories","71","2","06/06/23","16:25:00","Ewallet","6","0.48","142"
"3032","3033","WALM053","Conroe","Home and lifestyle","85","1","12/09/23","10:16:00","Ewallet","8","0.57","85"
"3033","3034","WALM002","Dallas","Fashion accessories","36","3","30/06/21","17:40:00","Ewallet","7","0.36","108"
"3034","3035","WALM026","Denton","Home and lifestyle","84","2","15/04/20","18:49:00","Ewallet","9","0.48","168"
"3035","3036","WALM064","Bedford","Fashion accessories","19","3","29/04/23","7:46:00","Ewallet","5","0.33","57"
"3036","3037","WALM042","Bryan","Home and lifestyle","54","2","07/10/20","15:40:00","Ewallet","9","0.48","108"
"3037","3038","WALM080","Nacogdoches","Fashion accessories","41","3","07/12/20","8:20:00","Ewallet","9","0.33","123"
"3038","3039","WALM020","Killeen","Home and lifestyle","32","1","18/07/23","12:11:00","Ewallet","9","0.48","32"
"3039","3040","WALM095","Big Spring","Fashion accessories","50","2","26/10/23","11:59:00","Ewallet","8","0.33","100"
"3040","3041","WALM037","League City","Home and lifestyle","57","1","26/05/20","6:48:00","Ewallet","4","0.48","57"
"3041","3042","WALM069","Rockwall","Fashion accessories","20","1","27/08/20","15:38:00","Ewallet","9","0.33","20"
"3042","3043","WALM085","Kerrville","Home and lifestyle","83","1","19/03/20","9:44:00","Ewallet","9","0.33","83"
"3043","3044","WALM048","Harlingen","Fashion accessories","54","1","01/11/20","7:57:00","Ewallet","4","0.48","54"
"3044","3045","WALM024","Carrollton","Home and lifestyle","43","3","27/11/22","11:52:00","Ewallet","4","0.48","129"
"3045","3046","WALM018","Frisco","Fashion accessories","35","3","05/08/21","16:17:00","Ewallet","9","0.48","105"
"3046","3047","WALM061","Cedar Park","Home and lifestyle","59","3","14/08/21","20:25:00","Ewallet","7","0.33","177"
"3047","3048","WALM063","Georgetown","Fashion accessories","42","3","09/12/21","18:09:00","Ewallet","6","0.33","126"
"3048","3049","WALM096","Eagle Pass","Home and lifestyle","67","3","12/08/23","14:55:00","Ewallet","5","0.33","201"
"3049","3050","WALM004","Austin","Fashion accessories","72","3","19/02/22","22:30:00","Ewallet","4","0.48","216"
"3050","3051","WALM093","Angleton","Home and lifestyle","20","2","18/01/23","7:24:00","Ewallet","8","0.33","40"
"3051","3052","WALM091","Little Elm","Fashion accessories","81","1","24/04/20","13:22:00","Ewallet","4","0.33","81"
"3052","3053","WALM016","Brownsville","Home and lifestyle","62","3","30/05/23","6:24:00","Ewallet","5","0.48","186"
"3053","3054","WALM069","Rockwall","Fashion accessories","56","1","23/01/20","21:01:00","Ewallet","7","0.33","56"
"3054","3055","WALM006","El Paso","Home and lifestyle","16","3","18/11/22","20:47:00","Ewallet","9","0.48","48"
"3055","3056","WALM023","Midland","Fashion accessories","22","3","11/09/23","9:00:00","Ewallet","5","0.48","66"
"3056","3057","WALM013","Irving","Home and lifestyle","18","2","27/02/21","16:41:00","Ewallet","6","0.48","36"
"3057","3058","WALM036","Allen","Fashion accessories","22","1","17/12/20","10:02:00","Ewallet","9","0.48","22"
"3058","3059","WALM052","Mansfield","Home and lifestyle","62","3","23/03/22","19:08:00","Ewallet","8","0.57","186"
"3059","3060","WALM052","Mansfield","Fashion accessories","21","1","24/07/23","9:07:00","Ewallet","6","0.57","21"
"3060","3061","WALM005","Fort Worth","Home and lifestyle","43","3","01/07/20","12:42:00","Ewallet","6","0.48","129"
"3061","3062","WALM078","Del Rio","Fashion accessories","15","1","14/01/21","13:17:00","Ewallet","9","0.33","15"
"3062","3063","WALM049","North Richland Hills","Home and lifestyle","72","3","12/02/23","9:07:00","Ewallet","9","0.48","216"
"3063","3064","WALM063","Georgetown","Fashion accessories","46","2","19/03/22","11:28:00","Ewallet","9","0.33","92"
"3064","3065","WALM030","Richardson","Home and lifestyle","17","2","22/11/20","19:21:00","Ewallet","9","0.48","34"
"3065","3066","WALM076","Huntsville","Fashion accessories","61","2","25/12/23","17:24:00","Ewallet","9","0.33","122"
"3066","3067","WALM047","Flower Mound","Home and lifestyle","45","1","31/01/21","18:41:00","Ewallet","8","0.48","45"
"3067","3068","WALM026","Denton","Fashion accessories","24","1","15/05/22","10:52:00","Ewallet","8","0.48","24"
"3068","3069","WALM015","Grand Prairie","Home and lifestyle","82","2","27/11/20","6:36:00","Ewallet","7","0.48","164"
"3069","3070","WALM027","Abilene","Fashion accessories","41","2","06/09/23","21:14:00","Ewallet","8","0.48","82"
"3070","3071","WALM020","Killeen","Home and lifestyle","33","1","19/06/23","10:23:00","Ewallet","6","0.48","33"
"3071","3072","WALM058","Port Arthur","Fashion accessories","80","2","09/09/20","13:00:00","Ewallet","9","0.33","160"
"3072","3073","WALM031","Lewisville","Home and lifestyle","17","1","22/01/23","7:31:00","Ewallet","4","0.48","17"
"3073","3074","WALM048","Harlingen","Fashion accessories","15","1","06/05/23","10:58:00","Ewallet","7","0.48","15"
"3074","3075","WALM044","Pharr","Home and lifestyle","19","1","07/08/23","14:03:00","Ewallet","6","0.48","19"
"3075","3076","WALM012","Garland","Fashion accessories","78","3","09/05/22","10:19:00","Ewallet","7","0.48","234"
"3076","3077","WALM060","DeSoto","Home and lifestyle","68","2","22/07/22","14:15:00","Ewallet","5","0.33","136"
"3077","3078","WALM047","Flower Mound","Fashion accessories","57","2","07/03/21","18:46:00","Ewallet","6","0.48","114"
"3078","3079","WALM076","Huntsville","Home and lifestyle","73","3","30/05/22","12:48:00","Ewallet","7","0.33","219"
"3079","3080","WALM098","Mineral Wells","Fashion accessories","74","1","25/11/22","17:10:00","Ewallet","5","0.18","74"
"3080","3081","WALM007","Arlington","Home and lifestyle","40","1","20/04/20","16:57:00","Ewallet","5","0.48","40"
"3081","3082","WALM059","Pflugerville","Fashion accessories","18","3","03/01/23","10:39:00","Ewallet","7","0.33","54"
"3082","3083","WALM078","Del Rio","Home and lifestyle","30","2","01/09/21","8:12:00","Ewallet","9","0.33","60"
"3083","3084","WALM083","Farmers Branch","Fashion accessories","33","3","08/09/22","17:19:00","Ewallet","5","0.33","99"
